,original_cell_type,coarse_cell_type,z87,z91,z117,z104,z80,z88,z123,z3,z23,z58,z97,z21,z57,z18,z48,z85,z112,z29,z72,z90,z8,z79,z69,z109,z7,z76,z52,z9,z43,z27,z111,z17,z4,z6,z93,z74,z37,z70,z100,z119,z107,z11,z25,z20,z35,z63,z38,z127,z84,z102,z24,z83,z65,z99,z68,z101,z98,z106,z50,z0,z120,z92,z40,z105,z51,z75,z62,z42,z66,z73,z122,z15,z115,z31,z2,z89,z54,z113,z44,z121,z81,z46,z28,z33,z124,z5,z36,z14,z12,z59,z49,z94,z116,z56,z13,z41,z45,z16,z114,z10,z95,z19,z30,z71,z82,z110,z22,z77,z60,z64,z1,z26,z67,z32,z103,z108,z86,z34,z53,z125,z47,z55,z61,z96,z39,z118,z126,z78
k5_cluster_2,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,k5_cluster_2,0.38187504,-0.607481,-0.3666706,-0.7186489,0.01159668,-0.9237828,-1.7357378,-0.21375751,0.4838562,-0.87745285,-0.9330759,-0.08087444,0.6338954,1.1714692,1.56285,-0.91839075,-0.9140539,-0.02237606,-0.5736165,1.8494215,-0.28136683,0.71063805,0.6947708,-0.27328062,1.7610455,0.5866828,0.14768887,0.6311197,0.574275,0.3647704,1.078598,0.23311949,0.6888318,0.010289669,0.045116425,0.47726822,1.5132508,0.8289547,0.3237815,1.9521227,1.4514608,1.2296534,0.8715625,0.9120202,1.177259,1.7842407,2.7749748,2.0636654,1.3253908,0.37488365,0.4802947,0.5856681,0.56914425,1.2025981,1.2385254,2.16931,1.1221704,2.1335883,1.3948269,2.78273,1.288229,1.0986409,1.6520276,2.009169,1.8257718,0.24538851,2.4446135,1.6146674,0.42025185,1.3121657,1.6564474,1.9975772,0.94692326,0.90634775,-0.0597744,1.5411615,1.460711,1.3619275,1.0948029,-0.33294535,1.3550858,1.9052935,0.851779,1.3670177,2.9871187,3.1826625,2.60742,2.0297942,3.452293,3.3496742,2.633513,2.2103953,0.9772816,1.4836969,0.6376209,1.4254551,2.3970757,1.3592086,1.0737615,1.8598413,1.3378386,1.4301705,2.402463,1.6140127,1.2913203,2.7847257,2.0342636,2.4210157,1.8443608,2.323399,1.1896844,2.384534,0.9763627,3.095796,2.8829865,3.064436,1.4796543,1.520937,1.9725704,1.4124179,1.7781553,1.1826553,2.3019967,2.2273164,1.2015476,1.3659158,1.1286087,2.7474833
k5_cluster_2,neuron,k5_cluster_2,-0.4603014,-0.52073,0.1483202,0.5712147,0.22431374,-0.62048626,-0.3503914,0.55755043,-0.037534714,-0.17629337,0.24454403,-0.23984241,0.81576204,0.8571801,0.37831783,0.28193808,-0.70374346,-0.22968149,0.3376255,0.8830166,1.2734861,0.41773462,0.31787395,0.3203354,0.39153147,0.7132468,0.6980705,1.001977,0.68062687,0.69470835,-0.50451183,0.7739277,0.6367254,0.88345146,0.65502834,1.277256,0.79194593,0.5121212,0.5736079,1.9676709,1.461184,0.46366453,3.1919637,1.7813606,0.9973254,1.7931614,1.535255,1.9067802,1.9529624,1.1550956,2.1684613,1.5675788,1.7047653,1.7402301,1.30024,1.7966123,1.103611,1.9364896,0.78889847,2.4927254,0.8938956,1.9279733,1.204721,1.3239784,0.66886663,0.93937206,0.8830795,1.2120166,1.4477754,0.9993243,1.1433296,1.5455794,1.478384,1.3595839,0.7916827,0.98440266,0.6235795,0.9237509,1.5999026,0.65661144,1.3843246,1.6074905,1.5718946,1.274868,3.481018,3.4666858,3.2214556,3.3698997,2.3991628,3.5178967,2.593388,1.8125215,1.5776758,1.400115,1.7152138,1.1730103,1.5062752,1.5291252,1.7031069,1.8219309,1.6531615,2.2127051,2.0510836,1.9318829,2.8235326,1.949058,1.417593,2.3054914,1.4430785,2.2045922,1.6462522,2.56079,2.532195,2.4284081,1.9648061,3.1933632,2.4312754,2.075335,2.2480736,2.105064,1.8961363,3.4308095,2.0094752,2.4147143,2.200914,1.4084411,2.4536161,1.8975239
k5_cluster_2,near-projecting glutamatergic cortical neuron,k5_cluster_2,-1.8733358,-1.7309136,-0.24185562,-0.90949106,0.2539978,-1.3067579,0.48947906,-0.8468137,-0.53687763,-0.14608097,-1.5029325,-0.94497347,1.1370902,1.1090426,1.4923124,0.5205164,-1.4549122,0.29725456,1.2425718,0.8801241,-0.9340162,0.509429,1.6500797,-1.3852634,0.1926074,-0.2233429,-0.03910017,-0.6078086,-1.0106211,-0.03227234,-0.77509165,-1.5627666,0.06065893,-0.24242258,-0.006506443,-0.7865639,-1.3125014,-0.15570831,0.0947299,0.55511093,-0.077953815,2.4002419,0.14931583,2.0051346,1.9509096,0.4472108,0.8520498,0.8904896,0.048750877,-0.029702187,-0.85743237,-0.13617086,0.070076466,0.2424407,0.27223253,1.7875295,-0.20086765,0.13549328,0.8790803,2.5664759,0.40190983,2.158441,1.089107,-0.10660553,-0.66035795,0.7189636,0.757813,1.4780784,-0.37416077,-0.08916235,1.5916977,1.7594562,1.4807024,1.040802,-0.06431246,1.4750633,-0.12127304,1.4267421,-0.7054844,0.70563984,0.47404575,0.53542185,0.3726225,1.247571,1.4503803,2.5858068,1.9608946,1.9862771,2.72253,3.4145346,2.3485208,0.25819778,1.8127866,2.1650724,2.1763067,-0.60025024,0.7578826,2.3307233,1.417995,0.67147017,0.009510994,1.5316086,0.89584684,-0.04535818,0.11917019,2.200788,0.061092377,0.22607613,0.01063776,1.868423,0.28954554,1.8146152,0.41916752,2.7114778,2.5237613,2.2300105,1.3033652,1.045609,0.85984707,0.73819447,2.4020243,1.725246,2.888701,0.684134,0.39785337,1.751327,1.5776587,2.5455484
k5_cluster_2,glutamatergic neuron,k5_cluster_2,-2.2944894,-1.7873874,0.618865,-3.2396674,-1.1530008,-0.7399492,-2.1630006,-1.638421,-0.7231097,-0.7551222,-1.2815404,-1.6645188,0.024075985,-0.108186245,0.20763397,-0.5584612,-0.39222336,-0.7806468,0.1447792,-0.43858194,-0.942677,-0.86776686,-0.31311083,-1.5236955,-0.65312624,-0.40339613,-0.51847124,-0.681479,-0.121041775,-0.7122464,-0.4553647,-1.3737044,-1.558207,-1.2142234,0.16118479,-0.43294334,0.93902445,0.10966873,-0.2251935,0.3467059,1.2931223,-0.3315339,2.5695043,0.5171361,1.1301479,0.61191034,-0.49384212,1.2386556,0.8416152,0.50946474,1.1867194,0.7788539,0.20376205,1.3868365,0.9798398,-0.16354513,-0.5307746,1.6001468,1.0197568,2.6648264,0.6866698,1.7284093,1.1569762,-0.35067797,0.50464773,-0.39674568,-0.5060296,-1.0593781,-0.2611432,1.4799848,0.6402974,1.0621104,-0.3265195,-0.1793189,0.08876753,-0.5420351,1.1999087,-0.8280754,-0.21259117,0.7332258,-0.3478117,-0.31996012,1.3497496,1.3924656,1.9317827,3.8003983,2.0301995,2.4811988,2.238315,2.1659803,1.0517864,0.39084625,0.54963636,1.0947838,0.4615097,-0.49038982,0.08034229,1.2898645,0.69196844,1.3423228,-0.12572575,0.39501715,0.5839739,-0.7270951,2.3814206,0.8639121,-0.069773674,-0.030597687,-0.059591293,1.8483987,1.3243117,2.1143055,0.60534334,1.7330604,1.5444884,3.1926594,2.601388,0.053015232,0.034526348,1.1416736,-0.191998,1.7582784,1.1255355,0.99974203,0.19591188,1.8771176,0.80763197,1.6412373
k5_cluster_2,oligodendrocyte precursor cell,k5_cluster_2,-1.2973819,-0.63084316,0.48242664,-1.9160004,-1.3460617,-1.0300856,-2.2266297,-0.80543184,-1.5415268,-0.2741375,-1.1192894,-1.9765725,-0.43197203,0.72915983,0.16223907,-0.10879421,-0.08723879,-1.5299039,-0.223917,-0.17902422,0.16164684,0.60026646,0.5025306,-0.1526947,-0.88358116,-1.2720118,0.08205652,0.6324167,0.043526173,0.75756216,-1.1921115,-0.84925747,0.8932295,0.53431606,0.53531075,0.6771531,0.83211184,-0.23982954,-0.94154215,0.9384093,0.80174685,1.2798848,2.5510068,0.51627064,-0.121109486,0.93399763,0.14774752,0.6814232,1.1442723,0.04714918,1.1440234,1.9878488,0.8725281,1.274807,1.3015494,1.8960567,1.3118067,0.6498294,0.5804806,1.1014957,1.0140247,0.44556522,0.18446684,-0.115125656,0.71275663,0.77762413,-0.7419071,-0.096916676,0.6030235,0.8029609,0.6477728,0.89075994,-0.21459293,-0.14069605,-0.38004208,0.05751562,-0.05115843,-0.6937556,0.97272253,-0.32563972,0.44513988,1.599164,-0.07593632,2.2228994,2.9499583,4.461348,1.8611579,2.604453,1.85919,1.9522719,2.6518197,0.67297506,0.68783426,0.105501175,0.7021079,-0.03419161,1.1262493,0.59083843,1.2008185,1.2828298,0.42486858,0.6574397,0.23177099,0.3826728,2.0675788,0.5499921,0.81394005,1.1093769,0.6608391,1.5674977,0.695209,1.8293991,1.2909441,0.9361038,2.8249469,3.3738174,1.6025715,0.6804819,1.2879238,2.623468,2.2897263,3.3818688,0.43511868,0.3615284,1.0851288,2.0751338,2.2372093,1.3223991
k5_cluster_2,"CD14-positive, CD16-negative classical monocyte",k5_cluster_2,-1.5143461,-0.52563286,0.5972519,-1.903841,-1.3734035,-1.2194014,0.47791386,-0.5044303,-0.82860994,-0.89130545,-0.8191061,-1.7867103,-0.48697805,-0.54259586,-0.25589275,0.81190777,-1.4001231,0.11775112,-0.9902892,-0.025734901,-1.4790773,0.100234985,1.4468174,-0.46052408,-0.32040024,0.9403701,0.17281103,-0.19691563,0.23490095,0.20600939,-0.9217248,-0.7957177,-0.53533554,0.45780754,-0.2244463,0.56680727,-0.62148666,-0.08120394,-0.26842928,1.9085507,1.5188298,2.93581,2.3049588,0.34610796,2.053237,0.3512168,-0.632514,0.7462616,0.79581213,-0.5072074,-0.09664011,1.9423127,0.82702446,0.30383205,2.606122,0.2908125,0.5501218,1.3388705,0.65750647,0.33515787,0.5615611,-0.01185894,1.7988353,-0.09501791,-0.5122533,1.2155142,0.8310547,0.9475646,-0.7260761,-0.45486736,0.17499495,-0.07251549,0.22347403,1.9779663,0.054299355,0.92312527,-0.35666227,-0.58359766,-0.8776617,0.15946198,-0.3223853,0.88242054,0.052955627,2.9467254,1.6362953,2.278574,2.674242,2.0230856,1.163609,2.0450335,0.56510067,0.27882767,-0.23784828,0.6272507,1.0722003,-0.13302994,0.064331055,2.5093532,2.0587492,2.6414938,1.4057026,2.541285,2.5204592,0.2604537,0.33867025,0.16389132,2.0253859,0.75648546,0.26944017,0.0633769,2.340057,0.92814445,0.39500713,0.6090379,0.9936013,1.0165939,1.4901571,0.42272663,-0.015437126,3.2128186,1.3125963,1.4717832,1.8444848,0.36353493,0.48147202,1.1514316,2.4754534,2.2352085
k5_cluster_2,microglial cell,k5_cluster_2,-0.3073101,-1.3301177,-0.88606167,-2.1209774,-0.43424892,-0.4877863,-1.9637151,-1.1382532,-1.3349905,-0.7186198,-0.8462682,-1.819551,0.46681976,0.1661663,-0.5226126,0.03197193,-0.49439526,-0.2329216,-0.14809513,-1.4057603,-1.7614131,-1.085506,0.02460289,-0.4033165,-1.1078324,1.36484,-0.5203204,-0.22054005,0.13326216,-1.2042146,-0.57493496,-0.92585707,-1.0579653,-0.31247807,0.70924187,0.08355379,0.37853193,0.35186863,-0.7791815,1.1065211,1.781271,1.5958347,0.9168019,-0.14697981,0.5073657,0.04218769,0.37753248,0.18594265,0.9169326,0.2669468,-0.08305597,1.2225165,0.5586076,0.90312433,2.4457912,1.8744073,0.06201315,1.4242039,1.4471664,0.87343264,0.035372257,1.0588765,1.913177,0.295074,0.68457747,-0.21926355,1.0793419,0.40329266,0.30127335,-0.3551836,0.75540495,-0.5620408,0.22584248,-0.18527794,0.18162823,-0.24874306,1.2977481,0.31739998,1.317635,-0.7248912,-0.21407747,0.26855707,-0.23260021,0.8639879,2.2083707,2.802751,1.3630176,1.7831144,3.220079,2.312048,0.6317029,1.9731402,0.11926031,-0.37881327,0.38876486,0.19960928,-0.6172848,0.7998638,0.24385118,0.84795,0.28945303,0.7482743,1.5994492,0.4108014,1.9618859,0.78745985,1.1590958,0.119401455,0.22911787,0.9788475,0.6248312,0.410398,1.0114198,1.3159332,0.8128295,-2.3133967,3.1068468,0.794734,0.36650276,1.680901,0.60365534,0.659894,0.8564024,1.1859608,1.5159941,2.543591,0.7660961,1.0034337
k5_cluster_2,CD14-positive monocyte,k5_cluster_2,-2.2492304,-1.2492623,-1.2661085,-1.0858545,-1.9647951,-1.5047541,-0.772037,-0.73921204,-0.584249,-3.1964507,-1.6075811,-0.91748476,-1.0754104,-0.9273014,-0.23743677,-0.109203815,-0.54017115,0.7262354,-0.04194069,-6.954092,-1.709846,-1.3523593,-0.1569562,-0.020289898,0.6245651,1.0212007,0.18052292,-0.20219374,0.59112453,0.45259523,-0.033286095,-1.0616317,-1.0670648,0.31448746,0.34005213,-1.4083076,-0.5215802,-0.43542194,0.80461836,0.9289026,2.105029,0.43907166,0.14884758,0.63389254,1.2319412,1.3406506,0.8358269,0.8706875,0.34229898,0.16901112,0.20480824,1.2111392,1.1280503,1.519135,2.0655642,-0.26210308,0.6087456,0.42564058,0.14577484,1.1892185,1.0521908,0.16087627,-1.147646,-0.3181467,-0.519011,-0.2905841,0.74888515,0.96629477,0.83031034,-0.8333373,1.0443773,-0.4218216,-0.3843193,1.061243,0.28780985,-0.6484437,0.49286604,1.0595431,-0.64631605,1.0528812,1.1966166,0.003112793,0.8764057,0.6501231,1.9924955,2.991315,2.084797,1.891181,1.6526747,1.6846623,-3.037385,0.7542858,-0.94514036,1.0574741,2.4365091,1.5043573,1.1311388,0.2668152,2.3463488,0.43811274,1.0255728,1.812151,0.27248192,0.18935442,0.24955893,0.2829466,2.608141,0.61936235,1.1035371,0.59253645,0.9352231,0.36388493,1.1327605,0.3493328,0.54675245,2.2235627,0.30630684,1.9345627,0.8180733,1.7822304,0.8873482,-0.05860424,1.8839126,0.7883363,1.8529229,1.3222833,0.482893,2.781026
k5_cluster_2,"CD14-low, CD16-positive monocyte",k5_cluster_2,-2.2296672,-0.90814495,-0.054162025,-2.0690885,-1.9464688,-1.3762269,-2.6619606,0.13753319,-1.8251972,-2.5266523,-1.9523592,0.30505753,-1.6040716,-0.92976665,-0.70016813,0.67897034,0.3066883,-0.43182182,-0.24709702,1.4526091,-0.5751581,0.8118329,-0.98881483,-0.28744888,-0.4295845,0.18788624,0.0097436905,-0.927475,0.3715167,0.64262915,-1.0548015,1.3975825,0.16998959,0.5110197,0.48145437,0.5339732,0.51898146,0.7772398,0.9018016,-0.2485776,2.386572,0.9577179,1.2506275,0.7236705,0.8691511,2.3390055,1.4079471,2.8809853,0.25194788,0.2830124,-0.46383476,-0.8904667,-0.34731054,-0.1427288,3.1657953,-0.29549217,-0.1310916,0.46271276,0.6119509,0.017459393,2.1071196,-0.25498343,-0.9696536,0.7557764,2.245542,0.26778936,-0.41837215,0.16438532,0.8969054,-0.2280221,0.28950405,-1.0455298,2.6811485,-0.7590141,-0.91557074,-1.3340378,1.1266809,0.0019898415,0.542222,1.2424555,0.14864683,-0.32138538,1.0880947,2.0490365,2.100368,3.5662465,1.5680618,1.5197487,1.2145057,2.7374125,2.299088,1.7988973,0.6949501,1.2008533,1.2956223,0.39739132,1.7050066,0.45831728,0.42151833,-0.1522932,1.9911366,1.8602476,0.24561071,0.088493824,0.87082386,1.145525,2.2470284,0.617465,1.8637614,0.49958324,1.6312413,0.016654015,-0.9596729,-0.16295242,-0.45262814,0.3554721,0.98351765,1.8285685,1.3142686,1.9230013,1.2581959,0.41952705,0.36085558,0.2979946,1.8794074,1.1200457,1.2313151,2.8256855
k5_cluster_2,alveolar macrophage,k5_cluster_2,-2.0659204,-1.0308423,-2.1913147,-0.68126154,-0.76225996,-1.1416869,-1.8952332,-1.1938939,-0.10520172,-1.5421948,0.45798683,-1.168653,-0.0085840225,-1.1963515,0.018301487,0.3748026,-1.0974078,-1.7536063,0.012004852,-0.31321812,0.10294342,-0.16462517,-0.73227787,0.668911,0.16690922,-0.9445734,0.75758743,-0.028856754,0.092675686,0.08052635,-0.91585827,0.11875248,-0.4788108,-0.37735462,1.0400238,0.06250954,0.76496553,0.43175316,-0.65954304,0.18005705,0.79282665,0.06286526,1.0715528,0.67902136,0.62009907,0.121815205,2.0803375,-0.051627636,0.56006575,0.12365246,-0.54205894,1.3116145,0.83703136,0.3306985,0.5264597,-0.40807295,0.60076475,1.4544587,0.6639056,0.9931855,0.60515594,1.2565465,-0.22008085,0.6185622,0.5893054,-0.29826975,-0.29013872,-1.1695666,-0.5643048,-0.68263483,0.48767328,0.13104725,0.40676975,1.7316914,0.3831644,0.26000452,0.2166729,-0.7769246,0.2231183,-0.864326,-0.19679499,-1.4213262,0.3443308,0.6637559,2.2389164,3.1460266,1.9266772,1.7021585,0.72493935,2.1790767,0.7743721,1.6286659,1.3539219,1.0953293,0.8549037,0.08937359,1.9715176,2.433352,0.44096184,0.8485904,0.32113075,1.4689827,0.6275625,-0.31347656,0.5233655,1.0492077,1.8762465,1.0075698,1.494781,1.0091009,0.72195816,0.19931126,-0.6554718,0.47323656,1.6184025,1.2227516,2.3283577,-0.39344645,0.0922451,1.1258998,2.1899042,0.65638685,1.0851488,1.9976659,2.0813832,1.9762387,0.8131919,2.3304358
k5_cluster_2,classical monocyte,k5_cluster_2,-1.693378,-1.0542674,-1.7530265,-1.2747645,-1.27175,-0.60122967,-1.003468,0.1877985,-1.5724988,-1.4925528,-0.8333092,-1.4820938,0.32092,-0.93117714,-0.15084124,-0.79682493,-1.2184095,-1.0574331,-0.35010433,0.15827036,0.49974728,0.45995903,-0.37577868,0.7802954,0.27202034,0.37612486,-0.36333084,-0.438138,0.29513454,0.23986292,-0.31722164,-0.6570697,-0.38589,-0.05447054,-0.20985794,0.6564517,0.5648303,-0.8300514,-0.09251261,2.0086575,1.5094256,-1.9813852,0.06948662,-0.34630013,1.2949862,1.1923633,0.36885977,0.921638,1.1735673,-0.4322734,1.2385516,1.5952821,1.132793,0.70935726,1.0348887,0.47823477,1.2374601,0.37900972,0.67538357,1.354413,0.6967282,0.4767003,0.7379565,-0.06730032,-0.62822914,0.18939114,0.30775452,-0.82936907,-0.5801549,-0.059814453,0.34830427,-0.27800512,-0.0819664,1.5736618,0.52511024,-1.8754258,-0.009316444,-0.28109026,-0.106414795,-0.2740941,-0.52607775,0.8735018,0.525764,1.3613667,1.4650512,3.1263661,1.9081597,2.5338144,2.0489907,1.5415139,0.7119608,1.2817264,-0.3243885,0.5428767,0.6388025,0.49100637,1.404047,0.49587727,0.7684064,2.0141554,0.94573164,0.97428846,0.5935559,0.7891536,0.6369157,0.6702051,2.6923504,1.2304959,1.3627667,0.45869017,0.73632765,0.59078455,-1.6585436,0.25561666,0.87655735,1.2277536,2.0559921,0.49270773,0.5592365,1.0862551,1.8293648,0.8342967,1.7662663,0.9754629,0.28215933,1.2956843,0.76115227,2.3204079
k5_cluster_2,non-classical monocyte,k5_cluster_2,-0.6576543,-1.7484107,-2.4948707,-1.5568976,-1.3740711,-0.7581692,-1.6396341,0.19106674,-1.9349546,-1.9632015,-0.93833923,-1.8931456,-1.1448131,-1.0663743,-1.1346436,-0.23824644,-1.4705658,-1.111898,1.0447121,-0.13247776,0.98057556,0.22109175,-0.62536335,0.11247492,0.017295837,-0.5207696,0.2877717,-0.38194466,0.1463356,0.7419753,-1.8926282,-1.2409382,0.13615751,-0.1841321,-0.5269418,0.49680614,0.9292617,0.13435364,-0.032800674,0.8198943,1.96702,-1.5531769,1.1853628,0.092247486,0.7169614,1.5234432,1.3456049,1.5892305,1.3855624,-0.08350515,0.52383757,-0.3595624,0.49191284,0.03515148,2.7393494,0.5195017,0.55573463,-0.07791853,0.10721302,0.8289294,0.9368677,0.15148926,-0.2787776,-0.7019739,1.9862723,0.40732288,-0.8389201,-0.61633015,-0.7968216,0.2107501,0.69097805,-0.76652527,1.4077597,1.739603,0.6829171,-0.53548527,-1.599381,-0.25644255,-1.8081737,0.078063965,-0.31952572,-0.551538,-0.34356785,1.965498,2.040986,3.4470687,1.7356911,1.8558488,1.9694433,1.2566295,0.5102763,0.5702629,1.0631447,-0.16513538,-0.5122075,-0.2810769,2.079648,0.002084732,-0.5286064,0.9350462,0.17387486,0.30829048,0.906209,0.11610985,1.8327107,0.8144393,2.0116825,2.5107021,1.4091659,-0.27420902,0.2654724,1.1415019,-1.9063468,0.16612339,0.48092127,1.8075881,1.3394175,-0.60776854,1.3430991,1.309339,0.80145216,0.6937394,0.98295593,0.9335003,1.6645951,1.1339979,1.3792071,2.0862045
k5_cluster_3,erythrocyte,k5_cluster_3,-1.9105487,-1.9612575,-1.0242248,-2.9030848,-1.3457456,-0.10488224,-4.4050517,-2.4052072,-3.8800545,-6.6166677,-0.9732132,-1.7921562,-1.1584191,-2.0033503,-1.529954,-1.8694024,-1.5394416,-5.385209,-2.3401322,-1.2814927,-1.6246438,-0.97999525,-2.6637979,-3.163505,-1.2099209,-0.02865696,-3.2875361,-1.7406087,-2.6924481,-0.63895273,-0.42220974,-1.4860659,-2.904748,-0.9988575,-0.9210272,0.59312296,-1.7514997,0.3197775,-1.0821786,-9.926837,-7.0116143,-3.591512,-0.65989065,0.088252544,-0.8099818,0.7587161,-1.0768127,0.5446453,1.0260906,-0.7219057,-2.056725,-1.407342,-1.9698691,0.0052609444,0.49474812,-1.2166,-0.029416561,-0.90722847,-0.5321436,0.41655064,0.14969826,-4.336074,-0.7183895,-1.453363,-1.8253284,-0.6132684,-0.057944775,-0.16072512,0.57760096,-0.9785886,0.037050724,-1.350946,-0.34008455,-0.76875067,-0.112247944,-0.27609015,0.34613943,-0.4524455,-0.7604766,0.084102154,-0.31859636,-1.4215965,0.030617714,0.40168524,1.7331147,1.5785623,-0.508409,2.6788306,-18.665602,-8.708353,0.58939314,0.01775837,-0.10209179,0.50351286,0.6286893,0.6542859,-0.20463753,0.3213992,0.8970742,0.4644289,-0.72415876,-2.062829,0.6620579,-0.5803361,-0.5201645,-0.35430145,2.2741566,0.43890953,0.75259256,-0.33713198,-0.1578455,0.55567455,-0.66897535,0.18038273,0.27206755,-2.261577,1.2960343,1.3967757,0.19861794,0.7364845,1.3140097,2.1409612,2.0433125,-0.6010313,-1.6593299,-0.3356061,0.8580799,0.8182678
k5_cluster_3,hematopoietic stem cell,k5_cluster_3,-1.8076878,-1.7483878,-2.320519,-3.1247573,-1.5889592,-0.9443445,-3.4408016,-2.426597,-2.8976011,-2.5295424,-2.1715279,-1.3970094,-0.8567233,-0.93620443,-1.3319039,-3.2231312,-1.7293758,-2.270608,-2.0970259,-1.9234343,-0.9357147,-0.558218,-2.1433587,-2.4940324,-2.1447744,-0.29863548,-1.3576841,-3.0697184,0.05206871,-0.62013626,-0.9774289,-1.1338067,-1.1772375,-0.5939803,-0.44438648,-1.189179,-1.8764272,-2.762661,-2.212834,-2.933431,-1.4254045,-0.7759671,-0.7501173,-0.62085724,-0.8717642,0.18698835,-0.97505045,0.97308064,0.35729742,-0.11113262,-1.9863763,-1.0674729,-1.0089316,0.44885445,-0.025511265,-0.5007038,-1.2125158,-1.2137594,-2.120584,-0.41385365,-2.2373261,-1.2067218,-1.6036773,-2.1834388,-1.305521,-0.70793486,-0.74915266,0.0734601,-0.2608862,-0.8573346,-4.1934958,-1.8804507,-1.144671,-1.5420704,-0.5391588,-0.5587964,-1.3071642,-0.8833513,-0.8307209,-0.6076522,-1.1387358,-7.645005,-7.4290853,-0.36505413,0.60943985,-1.7658668,0.58858204,1.9823141,-2.6829972,-2.005255,-0.7489915,-0.24077225,-0.23690367,-1.2414794,0.51076317,-0.29072094,-1.0944171,-0.27110147,-0.35434532,-0.45159197,-0.15827227,-2.345247,-0.39475965,-0.08691549,-0.6940713,-0.81797504,0.004599571,0.31009674,0.43993378,-0.33907986,0.41384125,0.6432724,0.44502592,-3.8747947,-0.20383358,-2.2073998,1.8851557,1.0627432,-0.26766825,0.7432699,0.031738758,1.3731642,0.108397484,-0.23379135,-0.56742096,-0.47290564,-0.5380707,-0.55883646
k5_cluster_3,megakaryocyte-erythroid progenitor cell,k5_cluster_3,-2.272235,-2.0854807,-1.1758342,-3.8049474,-1.0513716,-1.1099834,-0.83476925,-1.9235306,-3.4159346,-5.292451,-2.5427966,-2.127863,-1.4857769,-1.04739,-1.1924195,-3.6927247,-2.26447,-2.8834348,-5.0267973,-2.4946609,-2.4225554,-0.47168684,-1.9441466,-1.6153622,-0.47345352,-1.154459,-1.4268346,-2.5960345,-1.2603359,-1.5410824,-1.5720797,-2.1904125,-0.913538,-0.56644344,-0.5221739,-0.61934423,-5.2075567,-2.1610456,-1.7474985,-2.2564614,-2.7238338,-2.7405272,-2.150045,-1.1895509,-1.6629658,-0.105258465,-0.7213211,0.5706048,0.23789215,-0.37170124,-2.52143,-1.037921,-0.4670415,0.55627346,-0.4785905,-0.640532,-1.4218044,-2.815427,-0.899436,-1.4465609,-0.6298075,-2.492702,-1.4636021,-1.5191159,-1.0937815,-0.70717573,-1.4786325,-0.3244934,-1.1465502,-0.89971495,-1.4175544,-3.628177,-1.3921595,-1.5948939,-2.0395608,-0.96844673,-0.78486156,-0.79737616,-0.0019388199,-0.42839098,-0.34840727,-8.81666,-1.5514455,-2.3737679,-0.21063519,1.1889763,0.91682434,2.1465259,-2.4791903,-2.0760887,-0.40660954,-0.08469868,-0.3975153,-1.2082577,0.36742306,-0.8312259,-1.2859902,-0.19697762,0.051229954,-0.36748695,-1.9741831,-0.5561924,-0.32554865,0.6731539,-0.7520871,-1.3445487,0.6501756,-1.0987816,0.31207085,-1.3573527,0.043701172,0.16475725,-0.8312559,-2.0076022,-0.32168674,-2.5895195,1.8139129,0.767128,0.26459074,-0.3607788,-0.051581383,1.8021069,0.040228844,-2.9811132,-3.17046,-0.90228987,-0.09569883,-2.0920548
k5_cluster_3,precursor B cell,k5_cluster_3,-2.4077935,-2.316854,-0.9825816,-2.6755733,-2.141759,-2.1220236,-1.8159337,-0.94959116,-2.7066674,-2.7526784,-1.7441096,-1.626833,-1.5967541,-1.7643094,-2.3649774,-1.9737916,-2.183383,-1.7766981,-1.8684511,-2.0170379,-1.9593577,1.3584418,-2.6464548,-1.453785,-1.3496599,-1.149981,-1.8024478,-2.1015844,-1.3282657,-1.6932621,-0.028192043,-0.67475986,1.2002621,-0.16250896,0.27348232,-0.3820033,-4.492661,-0.21357632,-0.14662361,-1.4514694,-1.6308284,-1.8678727,0.04840851,0.24632883,-0.7641506,-0.34201956,-0.67626905,1.0298085,-0.23037338,0.37802362,-1.5724149,-0.8433008,-0.44868612,1.1385422,-0.4593234,-2.7422261,-0.9642997,-1.9627666,-1.6844034,0.09761715,-0.31865597,-3.8696206,0.12931252,-1.1481323,0.084676266,0.64537334,-0.36279774,0.027788162,-0.6912241,-1.2327766,-1.2652316,-1.6540399,-0.48578882,-0.9217124,-0.6969981,-0.05663824,-0.6984167,-0.7447424,0.90256643,0.09820652,0.49117613,-0.5318804,-1.1073093,1.2250867,1.0171175,0.97805786,0.7161746,1.5098429,0.4579134,-4.701977,0.8693743,0.09527731,-1.992013,0.3935442,-0.08072901,0.2502699,-0.013313293,0.09433603,-0.38691568,-0.70497656,-0.6465831,-0.10578585,0.22785997,-0.5006342,-0.3000369,-0.41808796,0.8394027,0.3617525,0.5162449,0.12440872,0.49838734,1.556777,-0.2086935,-0.26357746,0.24155664,0.68349314,2.3817902,2.0994658,0.5375972,0.48743296,-0.21842575,2.460917,2.4414954,0.4769678,-0.22406864,-0.40241194,0.6676674,0.063299656
