,original_cell_type,coarse_cell_type,z87,z91,z117,z104,z80,z88,z123,z3,z23,z58,z97,z21,z57,z18,z48,z85,z112,z29,z72,z90,z8,z79,z69,z109,z7,z76,z52,z9,z43,z27,z111,z17,z4,z6,z93,z74,z37,z70,z100,z119,z107,z11,z25,z20,z35,z63,z38,z127,z84,z102,z24,z83,z65,z99,z68,z101,z98,z106,z50,z0,z120,z92,z40,z105,z51,z75,z62,z42,z66,z73,z122,z15,z115,z31,z2,z89,z54,z113,z44,z121,z81,z46,z28,z33,z124,z5,z36,z14,z12,z59,z49,z94,z116,z56,z13,z41,z45,z16,z114,z10,z95,z19,z30,z71,z82,z110,z22,z77,z60,z64,z1,z26,z67,z32,z103,z108,z86,z34,z53,z125,z47,z55,z61,z96,z39,z118,z126,z78
k5_cluster_0,retinal ganglion cell,k5_cluster_0,-1.151895,-1.6299744,-1.0885854,-1.6237016,-1.4584699,-1.0148029,-2.787343,-1.9560285,-1.77353,-2.0674443,-1.895278,-2.69484,-0.9245815,-0.89517975,-1.0698309,0.331419,-1.0501633,-0.606123,-1.2664375,-1.1058846,-1.7837949,-1.1045547,-0.85238075,-1.5540705,-0.7838826,-0.6369128,-1.0073895,-1.1938896,-0.7169051,-1.3348994,-1.2998686,-0.1018939,0.2092328,-1.5303407,-0.4992218,-1.3347564,-1.1271257,0.76805687,-1.5683842,-0.04189205,1.3784914,-0.8803096,0.45803118,0.12652063,-0.8006153,0.87121344,0.4682107,-0.20647478,1.053596,0.19199896,-0.6798396,-0.26106834,0.3759017,0.7457328,-0.253366,-0.44605494,-0.05153942,0.4619441,0.49249554,0.7189231,-0.16079521,0.82129955,-1.0477753,-0.27970505,-0.4561987,-0.23893309,1.2260647,-0.5676913,-0.092453,-0.5645828,0.8370547,-0.14045763,0.8657799,-0.30405474,0.69095755,-0.86536694,0.2709055,-0.9886379,0.54593277,-0.6736231,-0.29915428,-1.1214657,0.16344118,1.2848096,1.5071726,2.4908314,0.55644274,1.2522693,0.95463085,1.6042733,0.022492886,1.4082074,-1.8589158,-0.89310884,-0.41521406,0.06382465,-0.46559572,0.56851816,-0.19277382,0.5415225,0.2819128,0.3839202,0.9184413,2.4281158,0.28704834,0.39485884,0.33495188,0.15690804,0.6801152,1.2812972,-0.0062026978,1.541131,0.9616699,0.9553981,-0.12217045,0.29853296,1.5851002,1.8989639,0.6108408,1.9513497,1.9017706,0.32670832,1.5956254,1.1625695,0.974123,1.1542716,0.50278807,0.9177084
k5_cluster_0,endothelial cell,k5_cluster_0,-2.2424593,-0.6391783,-1.665051,-1.0277152,-1.0947032,-1.3256865,-2.2376719,-1.0912943,-0.67392397,-3.7616782,-0.3166628,-1.8805599,-0.7942467,-0.8665948,-1.1181474,-1.1382084,-0.501132,-0.8987727,-1.0248413,-0.7721367,-1.0040045,-0.07680607,-1.7101879,-1.4143367,-0.67965555,-0.013137817,-1.2833443,-0.7577429,0.39963865,-0.55580664,-0.9138293,-0.9679227,-0.7901497,-0.6545944,0.45387268,0.623755,0.36246634,-0.23600388,-0.24980736,0.38779783,0.57772064,0.66628313,0.13255215,0.23000479,1.1978354,0.5950012,0.4142232,-0.56855154,1.273418,1.0858245,-0.3980112,-0.17647123,-0.30206633,0.4301777,1.0099282,0.5120325,0.46171856,-0.045951366,0.13504982,-0.36249685,0.564219,0.9527235,-1.0165391,0.07047129,-1.1120677,-0.22458363,0.49945545,-0.7726817,-0.23274326,-0.4113531,0.9108329,1.0286222,0.22069359,-0.5364337,-0.61192894,-0.7563863,0.40952587,0.0097231865,-0.5254588,0.17496157,0.6090398,0.8372116,0.09454203,2.9133859,2.615456,2.5609198,1.7802167,1.4482374,0.052631855,1.0354152,0.9128027,1.1909623,-0.02909422,-0.2875471,-0.17922974,0.30776644,0.6655297,0.46225405,0.9500413,0.17895937,1.1417904,1.5295782,0.46474886,0.8271198,1.0630732,1.4208145,1.8782902,0.73612356,1.2615838,1.3917975,-0.21248245,0.38112926,0.8367057,0.91113424,0.60254335,-0.18730164,0.24645424,1.6000786,2.3171225,1.7285051,0.7913761,1.0124011,1.319571,0.61931086,0.96474266,1.1244459,1.4137506,0.72837114
k5_cluster_0,endothelial cell of lymphatic vessel,k5_cluster_0,-1.651967,-0.75094366,-1.2914467,-0.19605255,-0.61077976,-1.9994307,-2.1847496,-2.3290887,-1.0736923,-1.85921,0.63521194,-0.60287905,-0.30517244,-0.79656744,-0.3293128,-1.2150798,-1.2309885,-0.95806026,-1.1314101,0.5515814,-0.38897467,0.28430033,-0.03858471,-0.7760091,-1.0446806,-1.0962005,-1.3348575,-0.54374504,0.87174034,-0.056868076,-1.2184606,-1.3424773,-0.41564178,-0.42465544,0.099671364,-0.23015356,-0.20224285,-0.9256997,-0.08437681,-0.051882744,1.9530077,-0.7493372,0.731832,0.9696622,0.91472435,-0.0333333,0.666626,0.7703686,1.0752954,0.5501981,2.019775,0.32470798,0.23596096,-0.3750863,0.70029354,-0.5259619,0.47097492,0.18541527,0.9237008,-0.42304945,1.7481813,-0.029090881,-1.0251698,0.1489358,-1.7468953,0.56954956,-0.08887911,-0.58253384,-0.027785778,-0.5271797,0.20700598,0.91153574,-0.11220217,-0.021006584,-0.4116249,-0.9681878,0.95491743,0.016052723,-0.22340107,0.06830549,-0.0342474,-0.6518798,0.991951,2.979382,1.4405165,2.3084335,3.6798468,1.3470435,0.887609,1.231875,-0.60497856,0.18295813,-0.033035755,-0.4954729,0.6693878,-0.3580532,0.660161,0.010425091,0.3393135,-0.12519598,0.2956357,0.6518173,0.3348627,0.37957096,0.3642378,0.6476183,1.6605577,0.48874617,2.1434712,0.5957141,0.3022232,1.8447323,0.75102234,0.32176447,0.15454483,0.31063652,0.2538905,2.3236766,2.7533846,0.39579105,1.0770192,-0.7012067,0.07885027,1.1029096,1.4624276,1.6621871,1.4910135,1.2450781
k5_cluster_0,type I pneumocyte,k5_cluster_0,0.23866749,0.048550606,-2.1663036,0.2596159,0.06663036,-0.2948227,-2.0382233,-1.8663073,-0.79117775,-2.3840065,-0.9723377,0.19202995,-0.089336395,-0.8184037,-0.22263956,-1.2235012,-1.4391913,-0.2406969,-1.1387177,-1.5507636,-0.15218258,-0.595768,1.3009901,0.8641758,-0.18891668,0.084395885,-0.38936377,0.4099369,-0.7476764,-1.0660634,-2.4970794,-1.6383419,-0.9515319,-0.35825253,-1.0899277,-0.8658352,-1.4226656,-1.048008,-0.69168806,-0.13648462,-0.18844223,1.1798716,-0.6009836,1.3885012,1.4331903,1.1736016,1.3741355,0.54144716,-0.55834055,0.27495766,-0.7415023,1.7106566,0.29150724,-0.14075613,-0.236063,-0.24188662,1.5465307,0.19298935,1.4192371,-0.23010445,-0.91427374,2.0197186,-0.2078886,-0.5443406,-0.7034774,-0.81419563,-0.08339882,-1.6476622,-0.5892539,1.2125888,0.2421093,-0.98017216,0.61536217,-0.41208744,0.34318638,-0.76948977,-0.66695833,0.42040062,0.5387087,0.037326336,-0.23803568,0.18331623,0.45960426,2.1034284,2.174221,2.1993794,3.243104,1.7400227,1.607594,1.5946989,-0.45417023,-0.1713562,0.017977238,0.10047197,-0.15119123,0.17434216,1.5680189,0.5391507,0.20963144,0.2733183,0.0819006,1.3629918,0.43594074,1.8734045,2.229405,0.7050743,0.72736883,-0.265069,-0.3798647,0.4166441,-0.19261312,0.6318717,0.44192696,0.5110593,0.093351364,0.8028922,1.3024654,-0.039140224,0.07838249,0.19716835,0.037841797,-0.91281986,-0.2965269,0.1629796,1.9483604,2.136703,1.4775143,-0.23995543
k5_cluster_0,type II pneumocyte,k5_cluster_0,-1.5675187,-1.5617971,-1.8508182,-0.07251358,-0.5693989,-1.5896306,-1.9333415,-0.77863884,0.44823647,-2.2574034,-1.2207265,0.23890781,-0.45142078,-0.027600765,-1.0435276,-0.37328768,-1.4035716,-0.42163038,-1.3632708,-0.25284195,-1.0712872,0.6551337,0.37682343,1.2209063,0.45707512,0.67291784,0.51474094,0.8212433,-1.0337,-0.49473572,-1.5083661,-0.8623471,-0.5104518,-0.87990093,-0.75878096,-0.7406454,-1.0228581,-0.8486819,-1.2068071,0.2426014,1.2914252,1.4187751,0.63658476,0.67534447,0.99048185,1.2942638,1.0844183,0.9956126,0.758728,0.18000317,0.24836445,1.089962,1.6923628,0.24775648,-0.29261923,0.2019639,2.1374788,1.0081248,0.09535551,-0.31638432,-0.20629454,1.2322745,-1.0626545,0.26288652,-0.5588374,0.090344906,0.8461528,-0.60296774,0.08778477,-0.18633223,0.22268152,0.48217058,0.8291116,0.968966,-0.2637577,0.5087824,0.9120841,0.40035105,0.20747519,0.33655548,-0.12418795,2.0826359,-0.14486074,1.8751082,1.986198,3.2162151,2.566053,1.8514004,1.8319502,2.3620682,0.41497135,1.6548123,-4.985788,-0.8993058,1.0492821,0.016840458,0.73158836,2.6910405,0.76296806,0.20651627,0.90817976,1.7276311,1.4031482,1.1932802,0.59577084,0.2579546,1.2881856,0.5603256,1.6812587,0.79745245,1.0006118,0.60704327,1.0487747,0.3172269,0.71835613,0.9210868,1.2212176,2.8491063,0.16963291,0.71650696,0.94818497,-0.2755685,1.8239236,0.53004265,0.47960663,1.1745944,-0.015157223,1.1023769
k5_cluster_0,"double-positive, alpha-beta thymocyte",k5_cluster_0,-2.3318167,-0.77006435,-1.2968616,-1.7898884,-1.3523321,-2.226924,-2.0630836,-1.9626927,-1.9347644,-2.218443,-1.6584277,-0.5545583,-1.1294713,0.8895011,-1.4236407,-1.2806735,-1.3999448,-1.7447691,-1.6729021,-0.22515678,0.3946972,1.6905198,-0.78884315,-1.4747424,-1.1173711,0.21944046,-0.883893,-0.8219385,-0.43484116,0.81521654,-0.1908822,-1.5854597,-0.28654003,-1.5203314,-1.1452589,-0.61843157,0.73230124,-0.06587553,-1.5844088,1.3816085,0.33181906,0.8159933,2.3979115,2.1366892,1.3528824,1.3281183,0.5684595,-0.90101576,1.278276,-0.1782403,1.8740106,0.47093105,1.4458561,0.75559807,-0.2845502,-0.39618683,0.7441435,0.4992714,0.016208649,-0.08616495,0.5022106,-0.22405195,-0.61393976,-0.08043289,-0.47383404,-0.507638,-1.182622,-0.9999304,-1.0028248,-0.46835613,-0.21222496,-0.6337328,-1.0331645,0.19626617,0.68643236,-0.28577614,-0.32630205,-1.2379427,0.45236826,0.25406933,1.1145582,1.1220188,-0.4012246,3.5481038,1.287363,3.0158906,3.0523338,2.3651204,2.0105329,2.6433287,0.8623848,0.87047195,0.5868335,0.11099386,0.27535868,0.86812305,1.2317514,2.2892003,0.6488066,2.5631714,2.4646626,0.6759944,2.7776155,1.7299323,2.4862504,-0.06550646,0.23779154,0.5629277,1.1894455,0.0900116,2.059628,2.4075556,0.11814737,1.5948067,0.48818493,2.019755,2.4180164,1.6725264,0.5050068,1.8589497,1.5443258,2.9110284,3.002462,0.5156131,1.5469728,1.3710141,0.5822425,1.8342562
k5_cluster_0,epithelial cell of proximal tubule,k5_cluster_0,-2.254909,-1.0316858,-0.9102478,-1.761498,-2.0076652,0.26172924,-1.70822,0.31017017,-2.1978126,-2.1112094,-0.59619856,-0.82986164,-1.197916,-0.8188977,-0.7978177,0.8416605,-0.092187405,0.047092438,-0.31101322,-0.11908388,0.604969,0.21678829,0.030935764,-1.4147077,-0.9104862,-0.19841719,-1.1958399,-0.23923111,-1.2704554,-0.103775024,-1.3060884,1.1055465,-0.34864235,-0.9076843,0.14958525,0.46980524,-0.21762848,-0.4129181,0.9247632,-0.14167404,0.10402775,0.97370815,2.8899665,0.80860233,0.19557762,0.8380809,2.0615778,0.6922426,0.99526453,1.9916811,0.9713135,1.0788112,1.0795417,0.6604538,0.33899355,-0.27853918,0.13444233,0.44917822,-0.061800003,0.50126886,1.0378075,0.39832878,-1.0525064,-0.3596058,0.5894971,-0.32726526,-0.75247717,-1.3383751,-0.49606323,0.026783943,0.84694624,0.3172717,-0.010142326,-0.20502663,-1.0758462,-0.079227924,0.12816715,0.24939728,-0.11017895,-0.2972536,0.5105138,0.33371735,-0.7505331,1.7989573,1.6851697,3.6433616,0.9717555,2.7034535,1.6376066,1.6896653,-0.1688385,1.0280051,-1.6015611,-0.57261133,0.6178646,-0.28256702,0.2357359,0.9236555,0.678947,0.55988836,0.04961729,0.9571004,0.692893,2.088294,0.5604882,0.8537364,1.5251474,1.0534568,0.18650436,1.3614068,1.912869,2.2672033,1.0108685,0.20585775,0.8382206,1.1999512,2.1199923,1.4962554,-0.1378994,2.6398883,1.3381062,2.6804872,0.14952326,1.317225,0.73329544,2.3590903,0.15804005,0.26980257
k5_cluster_0,ciliated columnar cell of tracheobronchial tree,k5_cluster_0,-2.3126874,-1.606884,-0.84993696,-1.823669,-1.5419168,-0.76937294,-0.9938674,0.06930828,-0.7886987,-0.7336974,-1.1395836,0.40161705,-0.3118081,0.5357499,0.78337,-0.020923138,-1.5175366,-1.0619273,-1.8405833,-1.6128149,0.50527,-0.8178015,0.2862177,-0.57631063,0.2448144,0.106731415,-0.27791405,-0.92509747,-0.46954823,0.04037285,0.04155588,0.196352,-0.80374575,0.56928444,0.09002161,-0.49210358,-1.5327272,1.179122,0.5186658,0.16644526,0.61215734,0.5325775,0.67151546,0.73128843,-0.44436932,1.0190806,0.24353886,2.2015553,0.07739401,1.4502821,-0.4288559,0.62204456,0.98868895,0.8966837,0.8990421,-0.37282228,0.47904778,0.9157419,-0.460824,0.104138374,-0.3161621,1.0332322,0.4255085,1.0017991,-1.0016012,-0.6296935,0.48754025,-0.094748974,-0.7980323,-0.086503506,0.33323956,0.40935802,0.19350386,0.72451353,1.7739015,0.6785021,1.2566676,0.63726044,-0.15003395,-0.24506903,-0.17618942,-0.4376135,0.072135925,0.90062046,1.3962593,2.7772565,0.59810734,1.676539,1.2583055,1.9658833,0.512197,1.3832455,-1.0801015,1.1441851,1.3861456,-0.2901764,0.9648981,0.19699621,0.70529556,1.3380203,1.0697575,0.29990196,1.703157,1.4655428,1.6592636,0.3862033,0.3843565,-0.16334438,0.32272387,0.69408035,1.7417817,0.25359058,-0.10604477,0.46139002,1.2461052,1.0479026,2.9165058,2.868443,-0.20751333,1.5845542,1.6040745,1.520226,2.8833613,1.7745461,0.3621068,0.95344734,0.7327299,1.5454025
k5_cluster_0,mesothelial cell,k5_cluster_0,-1.5825863,-1.6366448,-2.1083279,-2.329091,-1.9144602,-0.0914402,-2.1564121,-2.0576792,-0.6552944,-0.33724022,-1.4625673,0.032679558,0.38664627,-0.20930672,1.3082914,-1.2920575,-0.5383153,-1.2007818,-1.4747667,-1.6480718,-0.7851739,-0.101726055,0.69537926,-0.35544443,-1.0842972,0.5066829,-0.49305868,-0.5497503,-0.7304182,0.24088573,-1.1738071,-1.4651275,1.0023746,-1.5034308,0.38795567,0.047818184,-1.7926283,-0.93940115,-1.7561884,-0.13741302,-1.0149589,0.6557584,-0.47903442,0.5740113,-0.5226903,2.0936108,1.8933764,0.017011642,0.31783152,0.55874634,0.036602497,0.24819756,0.69040966,-0.32340622,-0.1427846,-0.9838486,-0.057969093,-0.12937689,-0.6740284,-0.37857103,0.24678802,0.12491703,-1.1107235,-0.38266993,-1.0725188,-0.7929363,-0.046788692,-0.7350588,-0.6134896,0.08659363,1.0302544,1.2367005,0.1379242,0.8004093,1.3418612,-0.50238514,-0.21948338,0.056102276,-0.19029045,-0.1884222,-0.1858077,-0.043088436,0.75739956,2.381081,1.189331,1.4366517,1.5215912,1.7345862,1.454329,1.7993069,0.31244564,0.95431566,-0.17246485,-0.12146282,2.272089,0.94063807,0.4571848,1.0329762,0.94428253,-0.035981655,0.37243843,0.700397,1.1749611,2.368351,-0.04140997,0.71640444,0.27706385,-0.4249153,-0.38955164,1.1084523,-0.66837835,1.4976764,0.0740633,0.113446236,0.32314253,1.913826,2.6986818,1.6428123,-0.5604634,0.28656292,2.2001972,0.3250332,-0.10085726,1.319263,0.15539122,0.8788457,1.507874,0.9782982
k5_cluster_0,pulmonary artery endothelial cell,k5_cluster_0,-2.993451,-2.262477,-1.9750137,-2.4193473,-2.1503067,-2.7793813,-1.9885178,-1.0384288,-0.75230217,-3.8328977,-1.8545804,-1.8235841,-1.0333176,-1.1111321,-0.04274416,-1.9118423,-2.2548466,-1.999516,0.19982529,0.39065266,-1.2178712,-1.8643465,-1.9231081,0.50953674,-1.5860338,-1.571537,-0.5487199,-1.386828,-0.80093384,-1.6208243,-2.4640636,-1.8379436,-1.2527561,-2.3593268,-0.9423208,-1.473105,-1.3483601,-1.5848479,-1.2666454,-0.37797594,2.289545,2.653594,-0.8244591,-0.22985888,0.46835136,0.45835638,-0.848207,2.0539484,0.42870855,1.5313191,1.7158666,-0.8645935,-0.055917263,-0.25064087,-0.264987,-0.18209314,-0.8447242,1.740972,0.9803138,-0.80798054,1.1334915,0.20672464,0.32449532,-0.5325465,-1.4088349,-1.5296926,1.2838573,-0.68286324,-0.8774867,-2.6497207,-0.18056488,1.0344367,-0.40135098,-0.675632,-0.6733918,-0.32027626,1.0501542,0.044270992,0.34790897,-1.1287298,-1.0702329,-0.51556635,-1.3082347,3.4262424,0.5747795,1.3991365,1.5895963,0.86769056,1.1823826,1.5451741,-0.3378682,-0.64103174,-3.8969398,1.4103622,-1.052938,-0.9446707,0.74389887,-0.4066224,-0.6568203,-0.6815834,-0.6655288,-0.030658245,0.8306284,-0.63546515,-0.42904854,2.1060443,-2.179513,-0.6885543,-0.53760815,-1.3299994,0.35868025,-0.4031868,-0.22131968,0.892086,-0.80166817,1.2792182,1.52602,0.42687654,0.4430952,-0.02280283,0.6683383,-0.2737131,1.2655516,-0.2908759,-0.48722982,1.8004851,0.4570713,0.4776492
k5_cluster_0,endothelial cell of artery,k5_cluster_0,-2.020331,-3.2320862,-1.5771122,-1.9580383,-2.1498342,-2.9117618,-2.7227273,-1.0331192,-0.28369045,-2.1325555,-0.0804801,-2.5311394,-2.8227296,-0.95279217,-1.8941298,-1.9113717,-0.031628132,-2.663817,-1.4601197,-0.59983444,-1.6634245,-1.4518409,-0.837739,-0.56706476,-1.0322394,-0.19302273,-1.6488781,-0.62738514,1.0237522,-1.1975985,-0.9268451,-1.3535724,-3.65699,-1.5250063,0.27011585,-0.19748592,-0.9892893,-1.1095991,-1.2538133,-0.073719025,1.9820938,1.0702829,-0.37513256,0.5432062,1.6690207,0.68033266,0.45218992,1.2700057,0.7038126,1.2907748,-0.08269405,-0.12385464,0.8472781,-0.1911416,0.3965168,-0.25495052,-1.0960832,-0.8696017,-1.3334484,-0.81636906,0.016135216,1.5379939,1.3231845,-5.9632306,-0.9198775,-0.7412176,1.6186304,-2.3418388,-1.715929,-0.6260643,0.71109295,1.2327857,0.22542524,-0.17005014,-3.030487,-0.7046833,-0.45271635,-0.23130703,-1.022759,-0.5636172,-0.3861394,0.2086854,-0.08014774,3.2272544,2.2467008,2.2098808,1.0513115,1.1648545,-0.2632513,2.4251833,0.8867364,0.17992878,-0.5633712,1.6058054,-0.7106948,-0.90254164,-0.72903395,0.006181717,0.9382124,-0.5277753,0.37699032,1.4798236,0.55310535,0.013590813,0.24327421,1.6099582,0.73804045,0.28298473,-0.4720826,-3.2627282,-1.3287606,-0.0051722527,0.09460354,0.015632153,-0.25822926,-0.004049301,-0.05031252,2.3469987,2.6687326,-0.43342733,-0.21887398,-2.4933298,1.5275373,0.7952838,0.46184492,-0.02850008,0.86955214,0.54484034
k5_cluster_0,capillary endothelial cell,k5_cluster_0,-1.4362893,-0.87943745,-1.6585784,-1.9328442,-2.7819738,-1.8476934,-7.245096,-0.7373309,-0.811502,-1.8685536,-1.1552157,-1.581852,-1.8603201,-0.8263073,-2.6457386,-2.4465156,-0.7766261,-2.087914,-0.8575864,-0.4907689,-1.7483864,-0.20491076,-1.2109413,-1.6819677,-1.0074639,-0.87331104,-0.9092598,-0.7686353,0.8192682,-0.78135633,-1.2003417,-0.75321245,-0.52778673,-1.0857348,0.22878027,0.49540997,-0.1262455,-0.24744463,-0.2087841,0.052322865,1.605279,0.26730824,0.2962122,0.67484426,1.9096298,-0.0027537346,-0.4292736,1.8066883,0.37843943,2.1133595,-0.6310191,-0.12521982,-0.002708912,0.25704527,0.6663594,0.38110542,-1.0750694,-0.6294303,-0.69215345,-0.51287985,0.9118867,1.9995618,0.33526373,-0.9588394,-0.63640547,-0.7750931,-1.3770041,-0.8124213,-0.6175399,-0.52258205,-0.01871109,1.229589,-2.026382,-1.1527853,-0.458498,-0.6380348,-0.19549942,-0.2037487,-0.81580734,-0.6028776,0.63560104,0.53717184,-0.5567794,2.4544978,1.9120889,1.2608228,0.32142448,1.6513815,-2.7169476,1.0174913,0.4574504,0.39474916,-3.660789,1.8972702,-2.349248,-0.46275806,-0.7351923,0.10803127,-0.8481488,-0.27776432,0.3636012,0.6925411,-0.18171215,0.8934417,0.84034014,2.3634925,1.2136979,0.15847111,0.42264652,-0.5768237,-0.24045849,-0.14215803,0.3784256,0.88010216,0.5252986,1.8244367,0.78710985,1.649404,2.5850058,0.40234518,0.22677183,-0.3066783,1.1815515,0.8081274,0.13513851,-0.5637889,0.067154884,0.64252806
k5_cluster_0,vein endothelial cell,k5_cluster_0,-1.118393,-0.86770344,-1.802309,-1.4590464,-2.3021903,-1.7478542,-2.1270618,-1.1408191,-1.6459761,-1.5239167,-0.032593727,-1.9808135,-0.9646368,-0.9193139,-1.3568311,-1.7171998,-1.3608322,-1.6304379,-1.4212098,-0.88763666,-1.8060884,-0.3624301,-0.19905853,-0.974596,-1.529623,-1.99646,-3.9118795,-0.6872721,0.7172251,-1.0433517,-0.94899464,-1.191575,-0.21399593,-0.965466,-0.61100006,0.5549545,0.14331245,-0.7802625,-1.1248622,0.27266884,2.0445862,2.9917555,0.28697586,-0.28781557,1.0568366,-0.22223616,-0.32262135,1.4603214,0.5712609,1.6950665,1.194602,-0.23752642,0.24234724,-0.080108166,0.16244555,0.46640825,-0.10705328,0.87135553,-0.3177271,0.0021834373,0.52843475,1.6764827,1.0071874,-0.06912041,-0.90469646,-0.22998762,1.5337868,-0.95814466,-0.7985277,-1.1062775,-0.31358433,1.0962253,-0.7152991,-0.49588728,-0.29746342,-0.79365444,-0.25321054,-0.25245762,-2.1964264,-0.41287565,-0.8023939,0.6291456,-0.51141167,2.8938298,1.4376478,1.9606185,0.4956913,1.6776934,-0.36326838,0.19979858,0.41821527,0.6604047,-0.07644081,1.8946457,-0.38816452,-0.4692011,0.91992044,0.0469265,-1.2677474,0.20312881,0.83266544,0.48802805,-1.6376367,1.2314835,0.15663242,1.7742186,1.3892794,-1.3759446,0.73002815,1.7192388,-0.015402794,0.35098076,-2.626234,0.8735566,0.21521854,1.7914968,0.54376316,2.0422273,2.7327929,0.9662914,1.4563966,1.4472446,2.2546515,0.4215846,0.617198,1.6569009,0.31604815,0.8857932
k5_cluster_0,pro-B cell,k5_cluster_0,-1.581346,-2.634943,-2.2550797,-1.4994307,-2.8479133,-1.4894066,-1.1647072,-1.8688307,-3.285421,-2.1441588,-2.416761,-2.3960476,-0.43618345,-2.0047717,-1.094131,-1.963181,-2.2172232,-1.0923924,-1.8639054,-2.006875,-2.4783502,0.09779024,-2.5968227,-1.6194401,-1.1854124,-1.7139778,-1.4259949,-1.3858304,-0.8197222,-2.3386965,-0.7714982,-1.7975168,-0.17113018,-0.70653534,-0.27027464,-1.1512136,-1.1693101,0.41703606,0.11696148,-0.23176861,2.0330849,-0.17626047,-0.2026658,1.0124393,-0.31749535,-0.43789244,-1.6304202,1.0494199,-0.39684868,-0.05757761,-1.8881817,-0.70050097,-0.2928033,0.8355508,-0.5878725,-1.4378543,-3.557542,0.25308514,-1.5258851,-0.14457941,-2.0720015,0.25481987,0.6856389,-0.20896053,1.1700616,0.4279852,-0.33975077,-0.7772069,-0.7466998,-1.2397261,-1.7542892,-1.5220556,-1.1711712,-1.1354184,0.2573042,-0.086333275,1.1294141,-1.2027588,-0.3345189,0.28413296,-1.4094052,-0.5687556,-0.5001621,1.0063119,2.3001895,0.988389,0.7383776,1.1005282,-0.43710518,1.0441351,0.9323611,1.058434,-1.0315785,-0.047796726,-1.7433891,0.22745419,-1.0758376,0.73911095,-0.14474344,-0.24574947,-0.84769726,0.010191441,1.1358461,0.7644105,0.12061548,-0.06829691,2.2341413,-1.0865207,0.36711645,0.9006796,-0.31193113,1.4480472,-1.5277762,-0.59545803,0.22329569,1.8897872,1.4819622,1.2671533,0.43151236,0.47844028,-0.44019556,1.6220746,2.3599248,0.99003315,2.0412688,0.9650574,-0.18112946,0.4122219
k5_cluster_0,kidney collecting duct principal cell,k5_cluster_0,-1.748447,-2.279984,-1.7546678,-2.2022414,-1.9066167,-2.761238,-0.45145035,-0.5648413,-1.0210047,-2.4466166,-1.9177408,-1.1388092,-2.0472436,-1.5125885,-0.7493353,0.37556553,-1.6057229,-1.1150336,-1.849679,-1.7193947,-1.0225248,-4.765772,-0.5260749,-1.4388928,-0.7366247,-0.51961374,-1.7664876,-1.4890118,-1.5122533,-1.3562465,-5.0360947,-0.409482,-0.12660837,-1.5633407,-0.3660593,-1.5780406,-1.0892339,-1.9445243,0.33377218,-0.43265295,-1.1020856,-0.8276911,-0.8417549,-0.8468666,-0.8706107,-0.59588623,-0.1872015,1.6904373,-0.34667778,1.8131499,-0.0422287,-0.43742275,-0.6951313,3.8146973e-06,-0.31579638,-1.7486591,-0.77666044,-0.010481358,0.30271435,-1.1558328,-0.4487481,-0.09221077,-0.39035177,-1.4939809,-0.042132378,-1.0102448,-1.1786218,-1.0318928,-0.19835329,-2.288766,-4.4098406,-1.0789313,-1.9308138,-1.0138941,-1.3249183,-0.3248906,0.44967175,-0.5672746,1.3200469,-0.85604525,0.5996647,0.5794306,-0.100091934,0.44285297,1.6876755,1.3625937,0.8596368,-0.5443864,0.46221113,2.2599173,1.0955896,1.9449468,-2.4245393,0.64767456,-0.75811243,-0.18666267,1.4701576,1.2676992,-1.0497618,-0.34777403,1.2965293,1.0956054,-0.18911743,-0.29697418,1.4615593,0.103009224,2.2867308,2.024973,-0.20983553,1.7343307,0.8867693,0.46672535,0.12332296,1.088295,-1.539453,1.2679181,1.1806865,-0.2186327,0.1653204,2.673635,1.0392003,2.427816,0.12020874,0.65469646,1.1501431,1.48805,0.8078089,0.27178383
