source,target,distance,rank
double negative thymocyte,plasmacytoid dendritic cell,0.35361685933909537,8
double negative thymocyte,megakaryocyte-erythroid progenitor cell,0.3563377020693629,9
double negative thymocyte,NK cell,0.35641262634910476,10
double negative thymocyte,"double+, alpha-beta thymocyte",0.35669275405447154,11
double negative thymocyte,"naive thym.-der. CD4+, alpha-beta T cell",0.3613801650812153,12
double negative thymocyte,"CD8+, alpha-beta T cell",0.36404523379136344,13
double negative thymocyte,hematopoietic stem cell,0.3679065869581175,14
double negative thymocyte,"CD4+, alpha-beta T cell",0.3687139768679364,15
double negative thymocyte,"naive thym.-der. CD8+, alpha-beta T cell",0.3714764214401186,16
double negative thymocyte,"CD16+, CD56-dim NK cell",0.37251143062394276,17
double negative thymocyte,vein endothelial cell,0.372968107709577,18
double negative thymocyte,endothelial cell,0.373377742454468,19
double negative thymocyte,immature B cell,0.3749133563202892,20
"double+, alpha-beta thymocyte",club cell,0.32372698785763154,1
"double+, alpha-beta thymocyte",retina horizontal cell,0.3285301866393111,2
"double+, alpha-beta thymocyte",alpha-beta T cell,0.3308244255868872,3
"double+, alpha-beta thymocyte","CD8+, alpha-beta mem. T cell",0.35013043810048283,4
"double+, alpha-beta thymocyte",double negative thymocyte,0.35669275405447154,5
"double+, alpha-beta thymocyte",tracheal goblet cell,0.35959286537576074,6
"double+, alpha-beta thymocyte","effector mem. CD8+, alpha-beta T cell, term. diff.",0.36820082894518535,7
"double+, alpha-beta thymocyte",respiratory hillock cell,0.3692483816365596,8
"double+, alpha-beta thymocyte","CD4+, alpha-beta T cell",0.3713732266663706,9
"double+, alpha-beta thymocyte",L6b glutamatergic cortical neuron,0.371840825256016,10
"double+, alpha-beta thymocyte","CD8+, alpha-beta T cell",0.3727200350588157,11
"double+, alpha-beta thymocyte","effector mem. CD8+, alpha-beta T cell",0.3756869613476098,12
"double+, alpha-beta thymocyte","central mem. CD8+, alpha-beta T cell",0.37928677910066255,13
"double+, alpha-beta thymocyte",clas. monocyte,0.3814978532219079,14
"double+, alpha-beta thymocyte",intermediate monocyte,0.3867721441063555,15
"double+, alpha-beta thymocyte","activated CD8+, alpha-beta T cell",0.394183187603935,16
"double+, alpha-beta thymocyte",kidney distal convoluted tubule epith. cell,0.3942158919300819,17
"double+, alpha-beta thymocyte",granulocyte,0.3961540263852903,18
"double+, alpha-beta thymocyte","CD8+, alpha-beta cytotoxic T cell",0.3964379479057223,19
"double+, alpha-beta thymocyte",dendritic cell,0.39649407871415876,20
"effector CD8+, alpha-beta T cell","CD8+, alpha-beta T cell",0.1872134982492284,1
"effector CD8+, alpha-beta T cell",innate lymphoid cell,0.19179204733295474,2
"effector CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.19405535735279567,3
"effector CD8+, alpha-beta T cell",mature NK T cell,0.2005746524411005,4
"effector CD8+, alpha-beta T cell","CD8+, alpha-beta cytotoxic T cell",0.22824469916112322,5
"effector CD8+, alpha-beta T cell",CD4+ helper T cell,0.2285242668189469,6
"effector CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.23295766852299082,7
"effector CD8+, alpha-beta T cell",T cell,0.2512748439887743,8
"effector CD8+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.25942431953294076,9
"effector CD8+, alpha-beta T cell",T follicular helper cell,0.2621302107950412,10
"effector CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell, term. diff.",0.26220921700874256,11
"effector CD8+, alpha-beta T cell",gamma-delta T cell,0.26248123762811015,12
"effector CD8+, alpha-beta T cell","CD4+, alpha-beta cytotoxic T cell",0.266994966963628,13
"effector CD8+, alpha-beta T cell",mem. T cell,0.27147482983797666,14
"effector CD8+, alpha-beta T cell","naive thym.-der. CD8+, alpha-beta T cell",0.27466430795889074,15
"effector CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.27543189991537975,16
"effector CD8+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.28404189046208805,17
"effector CD8+, alpha-beta T cell",alpha-beta T cell,0.2868513435026977,18
"effector CD8+, alpha-beta T cell",mucosal invariant T cell,0.29495888125651437,19
"effector CD8+, alpha-beta T cell",erythrocyte,0.29716336571769286,20
"effector mem. CD4+, alpha-beta T cell","central mem. CD4+, alpha-beta T cell",0.1482823134121426,1
"effector mem. CD4+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.25030191276555414,2
"effector mem. CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.25270826146634706,3
"effector mem. CD4+, alpha-beta T cell",CD4+ helper T cell,0.2563776135494331,4
"effector mem. CD4+, alpha-beta T cell",T follicular helper cell,0.26223840723558334,5
"effector mem. CD4+, alpha-beta T cell",T-helper 17 cell,0.27226338796049754,6
"effector mem. CD4+, alpha-beta T cell",mem. T cell,0.2747433950329673,7
"effector mem. CD4+, alpha-beta T cell","naive thym.-der. CD4+, alpha-beta T cell",0.2773038308709659,8
"effector mem. CD4+, alpha-beta T cell",mucosal invariant T cell,0.27887299758180895,9
"effector mem. CD4+, alpha-beta T cell","CD4+, alpha-beta cytotoxic T cell",0.2871596143263033,10
"effector mem. CD4+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.28949970931860747,11
"effector mem. CD4+, alpha-beta T cell",regulatory T cell,0.29048092361207045,12
"effector mem. CD4+, alpha-beta T cell",gamma-delta T cell,0.3043897209780895,13
"effector mem. CD4+, alpha-beta T cell",innate lymphoid cell,0.30728712300959193,14
"effector mem. CD4+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.31729618332390974,15
"effector mem. CD4+, alpha-beta T cell","CD4+, alpha-beta mem. T cell",0.3238286072794554,16
"effector mem. CD4+, alpha-beta T cell",T-helper 22 cell,0.32954592918495573,17
"effector mem. CD4+, alpha-beta T cell",pericyte,0.3330721316314379,18
"effector mem. CD4+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.3416907396688208,19
"effector mem. CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.34220895539885543,20
"effector mem. CD8+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.20082393223902673,1
"effector mem. CD8+, alpha-beta T cell",gamma-delta T cell,0.20182444105665642,2
"effector mem. CD8+, alpha-beta T cell","CD4+, alpha-beta cytotoxic T cell",0.20588760982235677,3
"effector mem. CD8+, alpha-beta T cell","CD8+, alpha-beta cytotoxic T cell",0.21812430012941253,4
"effector mem. CD8+, alpha-beta T cell","CD8+, alpha-beta T cell",0.22807227097550753,5
"effector mem. CD8+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.23295766852299082,6
"effector mem. CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.23678626989831708,7
"effector mem. CD8+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.2514555058086446,8
"effector mem. CD8+, alpha-beta T cell",mucosal invariant T cell,0.25995374107017755,9
"effector mem. CD8+, alpha-beta T cell",NK cell,0.2733194939404363,10
"effector mem. CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell, term. diff.",0.27596515888735484,11
"effector mem. CD8+, alpha-beta T cell","naive thym.-der. CD8+, alpha-beta T cell",0.2891547113433218,12
"effector mem. CD8+, alpha-beta T cell","effector mem. CD4+, alpha-beta T cell",0.28949970931860747,13
"effector mem. CD8+, alpha-beta T cell",mature NK T cell,0.2934490699207637,14
"effector mem. CD8+, alpha-beta T cell",respiratory basal cell,0.30100920865956693,15
"effector mem. CD8+, alpha-beta T cell",mem. T cell,0.32883835005996853,16
"effector mem. CD8+, alpha-beta T cell",pericyte,0.3399919238481438,17
"effector mem. CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.34813131962850785,18
"effector mem. CD8+, alpha-beta T cell",alpha-beta T cell,0.3510195527594654,19
"effector mem. CD8+, alpha-beta T cell","central mem. CD4+, alpha-beta T cell",0.35293840897832485,20
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD8+, alpha-beta cytotoxic T cell",0.18568889573876257,1
"effector mem. CD8+, alpha-beta T cell, term. diff.",gamma-delta T cell,0.2385292963526734,2
"effector mem. CD8+, alpha-beta T cell, term. diff.","effector CD8+, alpha-beta T cell",0.26220921700874256,3
"effector mem. CD8+, alpha-beta T cell, term. diff.","central mem. CD8+, alpha-beta T cell",0.2717223103436117,4
"effector mem. CD8+, alpha-beta T cell, term. diff.","effector mem. CD8+, alpha-beta T cell",0.27596515888735484,5
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD8+, alpha-beta mem. T cell",0.2776163339148676,6
"effector mem. CD8+, alpha-beta T cell, term. diff.","activated CD8+, alpha-beta T cell",0.2865721615663499,7
"effector mem. CD8+, alpha-beta T cell, term. diff.",mature NK T cell,0.3009328103599389,8
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD8+, alpha-beta T cell",0.31977286560877505,9
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD4+, alpha-beta cytotoxic T cell",0.3221680161446113,10
"effector mem. CD8+, alpha-beta T cell, term. diff.",NK cell,0.33693371740695677,11
"effector mem. CD8+, alpha-beta T cell, term. diff.",intermediate monocyte,0.3401728170078815,12
"effector mem. CD8+, alpha-beta T cell, term. diff.",mucosal invariant T cell,0.3501385788685133,13
"effector mem. CD8+, alpha-beta T cell, term. diff.",kidney connecting tubule epith. cell,0.3507303821887955,14
"effector mem. CD8+, alpha-beta T cell, term. diff.",macrophage,0.36036946719441243,15
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD16+, CD56-dim NK cell",0.3674925772263269,16
"effector mem. CD8+, alpha-beta T cell, term. diff.","double+, alpha-beta thymocyte",0.36820082894518535,17
"effector mem. CD8+, alpha-beta T cell, term. diff.",regulatory T cell,0.3687626065054719,18
"effector mem. CD8+, alpha-beta T cell, term. diff.",innate lymphoid cell,0.3703289314928825,19
"effector mem. CD8+, alpha-beta T cell, term. diff.",erythrocyte,0.3712460840816312,20
elicited macrophage,macrophage,0.3092055715234939,1
elicited macrophage,lung macrophage,0.3351239484340339,2
elicited macrophage,monocyte,0.3468544046632327,3
elicited macrophage,gamma-delta T cell,0.34726197552805693,4
elicited macrophage,mucosal invariant T cell,0.3483705918013098,5
elicited macrophage,clas. monocyte,0.35551734514537914,6
elicited macrophage,intermediate monocyte,0.3573855403391968,7
elicited macrophage,respiratory hillock cell,0.36398134686836126,8
elicited macrophage,CD4+ helper T cell,0.37676791623951744,9
elicited macrophage,alveolar macrophage,0.37712327381470323,10
elicited macrophage,"CD4+, alpha-beta T cell",0.3925021463029126,11
elicited macrophage,respiratory basal cell,0.40165524998695823,12
elicited macrophage,"CD8+, alpha-beta T cell",0.40362234880231895,13
elicited macrophage,microglial cell,0.4133702427768259,14
elicited macrophage,inflammatory macrophage,0.41656137984703756,15
elicited macrophage,mast cell,0.41663762200776056,16
elicited macrophage,glutamatergic neuron,0.41735242772351533,17
elicited macrophage,leukocyte,0.4185326615424929,18
elicited macrophage,plasmacytoid dendritic cell,0.4209974677239454,19
elicited macrophage,T follicular helper cell,0.421127405083739,20
endothelial cell,capillary endothelial cell,0.19970896453119868,1
endothelial cell,vein endothelial cell,0.239386009336363,2
endothelial cell,endothelial cell of artery,0.24378593941173865,3
endothelial cell,pericyte,0.2829906934483506,4
endothelial cell,mature NK T cell,0.2948887665473947,5
endothelial cell,endothelial cell of lymphatic vessel,0.29766736372841784,6
endothelial cell,vascular assoc. smooth muscle cell,0.3182254741799897,7
endothelial cell,leukocyte,0.3267546310019116,8
endothelial cell,kidney loop Henle thick asc. limb epith. cell,0.33080349140184784,9
endothelial cell,basal cell,0.33103340634058065,10
endothelial cell,"CD8+, alpha-beta mem. T cell",0.3356567830963285,11
endothelial cell,smooth muscle cell,0.3387818497888254,12
endothelial cell,macrophage,0.3399077604684855,13
endothelial cell,corticothalamic-project. glutamatergic cortical neuron,0.3400815271843216,14
endothelial cell,lymphocyte,0.34082871547732463,15
endothelial cell,T cell,0.3439586495122293,16
endothelial cell,club cell,0.34736217114715373,17
endothelial cell,plasmacytoid dendritic cell,0.3492240468234823,18
endothelial cell,innate lymphoid cell,0.35195386064201817,19
endothelial cell,central nervous sys. macrophage,0.3524771945111492,20
endothelial cell of artery,endothelial cell,0.24378593941173865,1
endothelial cell of artery,tracheal goblet cell,0.28848128786141036,2
endothelial cell of artery,pulmonary artery endothelial cell,0.3024269229675425,3
endothelial cell of artery,vein endothelial cell,0.3100189801339286,4
endothelial cell of artery,capillary endothelial cell,0.3157535728908869,5
endothelial cell of artery,pvalb GABAergic cortical interneuron,0.3244591013457805,6
endothelial cell of artery,dendritic cell,0.3404233171793156,7
endothelial cell of artery,blood vessel endothelial cell,0.34169088747654863,8
endothelial cell of artery,kidney loop Henle thin des. limb epith. cell,0.34567075776389067,9
endothelial cell of artery,T follicular helper cell,0.351170791820515,10
endothelial cell of artery,mem. T cell,0.3531146189232369,11
endothelial cell of artery,basal cell,0.3584668385216715,12
endothelial cell of artery,"CD8+, alpha-beta mem. T cell",0.3596103910586912,13
endothelial cell of artery,endothelial cell of lymphatic vessel,0.3640300893977271,14
endothelial cell of artery,keratinocyte,0.367525714637849,15
endothelial cell of artery,vascular assoc. smooth muscle cell,0.37178228425075166,16
endothelial cell of artery,gamma-delta T cell,0.3776922040787861,17
endothelial cell of artery,vip GABAergic cortical interneuron,0.3785272429655593,18
endothelial cell of artery,respiratory hillock cell,0.38132936851970456,19
endothelial cell of artery,"activated CD8+, alpha-beta T cell",0.3848876815971354,20
endothelial cell of lymphatic vessel,vein endothelial cell,0.295224348882142,1
endothelial cell of lymphatic vessel,endothelial cell,0.29766736372841784,2
endothelial cell of lymphatic vessel,Schwann cell,0.3240508494242672,3
endothelial cell of lymphatic vessel,capillary endothelial cell,0.3242251476394019,4
endothelial cell of lymphatic vessel,respiratory hillock cell,0.3485697289820454,5
endothelial cell of lymphatic vessel,pericyte,0.3504985714201586,6
endothelial cell of lymphatic vessel,mature NK T cell,0.35325420666960816,7
endothelial cell of lymphatic vessel,respiratory basal cell,0.3575051760582487,8
endothelial cell of lymphatic vessel,keratinocyte,0.35890213835655826,9
endothelial cell of lymphatic vessel,alveolar macrophage,0.3615314021631785,10
endothelial cell of lymphatic vessel,endothelial cell of artery,0.3640300893977271,11
endothelial cell of lymphatic vessel,mast cell,0.365602289990989,12
endothelial cell of lymphatic vessel,enteric smooth muscle cell,0.37228722776418677,13
