source_notebook,attribution_matrix_source,output_dir,top_k,n_permutations,random_seed,mean_path,correlation_matrix_source,n_sample_mean_profiles_for_correlation,latent_dim,n_mapped_perturbation_genes,n_pair_rows_excluding_self,pooled_mean_abs_corr_top,pooled_mean_abs_corr_background,pooled_delta_mean_abs_corr_top_minus_background,pooled_mannwhitney_abs_corr_greater_p,pooled_mean_signed_corr_top,pooled_mean_signed_corr_background,pooled_delta_mean_signed_corr_top_minus_background,pooled_mannwhitney_signed_corr_greater_p,rowwise_observed_mean_abs_corr_top,rowwise_null_mean_abs_corr,rowwise_null_sd_abs_corr,rowwise_empirical_abs_corr_greater_p,rowwise_observed_mean_signed_corr_top,rowwise_null_mean_signed_corr,rowwise_null_sd_signed_corr,rowwise_empirical_signed_corr_greater_p,primary_interpretation
/projects/b1042/GoyalLab/jaekj/KeepingScore/perturb-seq/Interpretability/knn_clustering_result/path10000.ipynb,direct_decode_from_KeepingSCORE_ll_comp_and_linear_decoder_projection,/projects/b1042/GoyalLab/jaekj/KeepingScore/perturb-seq/Interpretability/knn_clustering_result,10,10000,20260509,/projects/b1042/GoyalLab/jaekj/KeepingScore/perturb-seq/datapoint_extraction/sample_mean/mean.npz,decoded_sample_mean_delta_profiles_from_mean_npz,97,384,51,2550,0.4695341832296339,0.4543705711659473,0.015163612063686605,0.10744281996846522,0.2671274679690644,0.2644519912211329,0.0026754767479315045,0.3643607979300717,0.46971998506576673,0.45751439479154205,0.00937087317009519,0.09469053094690531,0.26830614215495524,0.26510317935107175,0.016928123309319178,0.42375762423757624,Use abs_decoded_sample_mean_corr if high correlation means strong co-variation regardless of sign; use decoded_sample_mean_corr if only positive co-expression is intended.
